ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613213450
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:35:36
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Deoxy),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
533,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.09036054,-0.18753131,-0.11003992,-0.18936987,-0.19451225,-0.00023483,-0.24723800,-0.21511222,-0.09620755,-0.54129344,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:32.0,0,0
534,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.24816313,-0.22429839,-0.11884112,-0.15466860,-0.15129295,-0.00419854,-0.21323837,-0.16751449,-0.08724710,-0.50358766,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:33.0,0,0
535,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.26120120,-0.22847177,-0.12464923,-0.16982232,-0.13173455,-0.00197792,-0.18715090,-0.15458497,-0.10970398,-0.34731534,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:33.0,0,0
536,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15478610,-0.22802806,-0.10819770,-0.12700528,-0.18426585,-0.00116079,-0.23531641,-0.22678272,-0.09284617,-0.19903201,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:33.0,0,0
537,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08315650,-0.19131234,-0.12265570,-0.13378420,-0.19941595,-0.00848069,-0.23737660,-0.24035576,-0.09599496,-0.36121151,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:33.0,0,0
538,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.13414609,-0.19343066,-0.09857164,-0.04894314,-0.17051125,0.01337085,-0.21250021,-0.20395137,-0.11122382,-0.57804555,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:33.0,0,0
539,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.44233137,-0.34074816,-0.26075250,-0.24470714,-0.17631866,-0.09915024,-0.20772882,-0.24555561,-0.17702577,-0.49946445,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:34.0,0,0
540,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.27031335,-0.23235968,-0.12297967,-0.13543102,-0.16594072,-0.00437968,-0.21246639,-0.20006610,-0.09642424,-0.26393911,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:34.0,0,0
541,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.10953218,-0.19503419,-0.10818686,-0.11786830,-0.17980430,0.01221465,-0.21817718,-0.21904553,-0.09630181,-0.21585773,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:34.0,0,0
542,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12096348,-0.20825869,-0.17485824,-0.15395704,-0.19450261,-0.03117573,-0.22510625,-0.25422290,-0.15782101,-0.56524801,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:34.0,0,0
543,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.28168157,-0.24524687,-0.13354477,-0.10607120,-0.15932389,-0.00640890,-0.20442620,-0.19259293,-0.12165682,-0.66956967,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:34.0,0,0
544,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.49633592,-0.27552155,-0.13374278,-0.15983178,-0.14268114,-0.00055059,-0.18953918,-0.17081015,-0.11288247,-0.55665183,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:35.0,0,0
545,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.33386606,-0.24818012,-0.14295126,-0.21774000,-0.15516223,-0.00220109,-0.19723155,-0.19657530,-0.11033380,-0.39774141,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:35.0,0,0
546,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08933803,-0.22880714,-0.17079183,-0.26334482,-0.20082076,-0.03024375,-0.23741274,-0.24998899,-0.12071097,-0.43008190,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:35.0,0,0
547,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.05635670,-0.18901147,-0.13534693,-0.19197027,-0.14396562,0.00174650,-0.18990588,-0.17757514,-0.11179648,-0.59620547,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:35.0,0,0
548,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.22989014,-0.21345973,-0.15629214,-0.21232410,-0.11367040,-0.00736950,-0.16532440,-0.14902231,-0.09633413,-0.61858732,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:35.0,0,0
549,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.27033606,-0.31707862,-0.25288323,-0.39261147,-0.19418995,-0.06238043,-0.23051305,-0.24655865,-0.12595472,-0.54421711,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:36.0,0,0
550,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00683258,-0.16570869,-0.14249344,-0.26380226,-0.17517889,-0.00157217,-0.22473601,-0.21550709,-0.09142780,-0.53165573,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:36.0,0,0
551,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03699077,-0.15766387,-0.13603686,-0.23024879,-0.11517786,0.01307379,-0.17638914,-0.14685810,-0.10198614,-0.80843383,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:36.0,0,0
552,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.18344091,-0.20578322,-0.17668138,-0.29298985,-0.07755604,-0.02615034,-0.13950029,-0.10895337,-0.13174799,-0.72664201,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:36.0,0,0
553,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.16303866,-0.23855965,-0.17529021,-0.35029545,-0.11956751,-0.02732286,-0.18476257,-0.14410692,-0.11608517,-0.50663501,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:36.0,0,0
554,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00412195,-0.17661652,-0.14258519,-0.30792931,-0.14784513,-0.00388577,-0.20413709,-0.17848842,-0.08928992,-0.42857733,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:37.0,0,0
555,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01238652,-0.17051759,-0.14412719,-0.24881938,-0.12067058,-0.00788323,-0.17958865,-0.14536111,-0.10869239,-0.75261307,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:37.0,0,0
556,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15446982,-0.25831088,-0.22509575,-0.35194373,-0.09481521,-0.06179543,-0.15200962,-0.13976806,-0.19434547,-1.02501273,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:37.0,0,0
557,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.11593836,-0.22400202,-0.17594507,-0.43590683,-0.10595376,-0.02138785,-0.17357212,-0.12032127,-0.10765805,-0.59808064,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:37.0,0,0
558,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01297233,-0.16402251,-0.14383060,-0.37002072,-0.15190715,-0.00368010,-0.21250926,-0.17516148,-0.08357514,-0.32909277,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:37.0,0,0
559,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04562559,-0.16043834,-0.14633501,-0.26986852,-0.12371217,-0.01458662,-0.17973769,-0.14557332,-0.10927667,-0.56637371,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:38.0,0,0
560,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.11643847,-0.25042409,-0.21582326,-0.37645000,-0.11466338,-0.07017265,-0.16555735,-0.15504976,-0.17902994,-0.76651132,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:38.0,0,0
561,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08231068,-0.21592990,-0.15324692,-0.38982636,-0.14816603,-0.02214914,-0.20827775,-0.15809575,-0.09956568,-0.46126848,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:38.0,0,0
562,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01123702,-0.16558316,-0.11738473,-0.31091899,-0.19079168,-0.00308452,-0.24490948,-0.21370445,-0.07751357,-0.31944752,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:38.0,0,0
563,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00275441,-0.16749534,-0.13141468,-0.25729042,-0.17569095,-0.01105346,-0.22434223,-0.20592421,-0.09946230,-0.47846001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:38.0,0,0
564,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.13403217,-0.23672843,-0.20852990,-0.34489125,-0.15863100,-0.05726404,-0.20370577,-0.20929840,-0.17842017,-0.62125891,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:39.0,0,0
565,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.13491932,-0.22435050,-0.16779529,-0.35653049,-0.16550006,-0.03241575,-0.22832370,-0.18732172,-0.09583440,-0.33279604,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:39.0,0,0
566,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06854952,-0.17842668,-0.12089998,-0.24567434,-0.18675755,-0.00382536,-0.24435677,-0.21938178,-0.09201463,-0.37287623,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:39.0,0,0
567,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.18084349,-0.21586491,-0.12287495,-0.19920307,-0.17219497,-0.00548905,-0.22474900,-0.21095794,-0.11000604,-0.51608723,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:39.0,0,0
568,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25995654,-0.23266490,-0.17895554,-0.28691587,-0.16223465,-0.03978657,-0.21782567,-0.21068838,-0.14497690,-0.48256969,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:39.0,0,0
569,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.22219561,-0.25839722,-0.16162619,-0.31133956,-0.18520795,-0.02788738,-0.24572770,-0.22217347,-0.11447869,-0.36758158,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:40.0,0,0
570,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15037212,-0.21080159,-0.12915249,-0.21616289,-0.21140498,-0.01239654,-0.26336053,-0.25385496,-0.08641426,-0.23900899,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:40.0,0,0
571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.23832165,-0.22796327,-0.11897571,-0.16247514,-0.18843608,-0.00240437,-0.24186383,-0.23033290,-0.10610614,-0.44560346,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:40.0,0,0
572,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25242960,-0.23317802,-0.14349443,-0.21304373,-0.14349917,-0.01707495,-0.20384552,-0.18012303,-0.11605510,-0.40868202,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:40.0,0,0
573,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.18604180,-0.25022349,-0.15924643,-0.27164838,-0.20240404,-0.03360596,-0.26247466,-0.24194446,-0.12008987,-0.36866322,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:40.0,0,0
574,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.22002943,-0.22617579,-0.11156325,-0.13394067,-0.22880864,-0.00953115,-0.27669364,-0.27316272,-0.10689217,-0.40027720,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:41.0,0,0
575,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.42064387,-0.26802477,-0.11554268,-0.12331353,-0.17423062,-0.00849158,-0.23164672,-0.21194094,-0.11022434,-0.49196136,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:41.0,0,0
576,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.28867990,-0.23597249,-0.14557926,-0.23511337,-0.13143224,-0.01960044,-0.19604678,-0.16747186,-0.11459789,-0.48554999,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:41.0,0,0
577,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.31740963,-0.33752182,-0.21556257,-0.31485566,-0.18863776,-0.07794324,-0.24282853,-0.24128191,-0.15476067,-0.50581706,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:41.0,0,0
578,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.22132523,-0.20503004,-0.11402401,-0.16609511,-0.17441663,-0.00975885,-0.23564593,-0.20712109,-0.11882757,-0.62771267,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:41.0,0,0
579,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.38756579,-0.23935220,-0.12050925,-0.16356470,-0.14241186,-0.01062735,-0.21381602,-0.17737529,-0.11874965,-0.64691424,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:42.0,0,0
580,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.29192734,-0.23671566,-0.16369237,-0.32861722,-0.12735429,-0.02878510,-0.19999951,-0.16695634,-0.12059581,-0.54108155,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:42.0,0,0
581,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.18232894,-0.25371599,-0.27816787,-0.46891376,-0.20230140,-0.10908945,-0.25571418,-0.27586591,-0.19699438,-0.64718992,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:42.0,0,0
582,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.28196809,-0.23243137,-0.14579295,-0.26138335,-0.15758267,-0.02464016,-0.22911729,-0.18503734,-0.12888941,-0.71766818,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:42.0,0,0
583,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.33723822,-0.23215450,-0.12325896,-0.15986955,-0.12096122,-0.01879936,-0.20188829,-0.15017036,-0.11782449,-0.71180022,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:42.0,0,0
584,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.17504014,-0.20685105,-0.15949287,-0.31020427,-0.11386612,-0.02706229,-0.19134913,-0.14831908,-0.12732840,-0.58843541,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:43.0,0,0
585,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12011641,-0.20275576,-0.24812058,-0.47821721,-0.16248451,-0.08463962,-0.22407246,-0.21647549,-0.18575360,-0.73973835,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:43.0,0,0
586,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.19488093,-0.21525396,-0.17229831,-0.33147463,-0.17046919,-0.04165751,-0.24424121,-0.19974378,-0.14025608,-0.88274348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:43.0,0,0
587,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25620258,-0.21891318,-0.13838460,-0.21253781,-0.13031243,-0.02356467,-0.21750931,-0.15449080,-0.12415604,-0.72892267,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:43.0,0,0
588,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.11697970,-0.19141690,-0.17450953,-0.36665925,-0.09064854,-0.03533725,-0.18393041,-0.11854758,-0.12449189,-0.61683428,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:43.0,0,0
589,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02296846,-0.15900449,-0.22473241,-0.45239529,-0.11962527,-0.06982961,-0.20058064,-0.16299023,-0.16962615,-0.78816098,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:44.0,0,0
590,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.10505426,-0.19678496,-0.15193807,-0.33088207,-0.16568485,-0.04348771,-0.24513461,-0.19202957,-0.12040658,-0.90965044,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:44.0,0,0
591,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21092942,-0.20060068,-0.13494290,-0.24198642,-0.15393218,-0.02898210,-0.23412849,-0.17314057,-0.11878801,-0.74320114,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:44.0,0,0
592,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06819560,-0.17925681,-0.16292638,-0.37381971,-0.10974407,-0.03488391,-0.19727102,-0.12971500,-0.11941976,-0.57009208,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:44.0,0,0
593,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00049273,-0.19149132,-0.26103044,-0.49516943,-0.15609181,-0.10633744,-0.22971766,-0.20102456,-0.19189516,-0.86193192,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:44.0,0,0
594,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12457139,-0.18534483,-0.15137759,-0.24648009,-0.17506804,-0.02900626,-0.25054353,-0.18919618,-0.13230772,-0.86795640,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:45.0,0,0
595,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.17508069,-0.18361291,-0.13681638,-0.18464957,-0.18059507,-0.02163924,-0.25139755,-0.19252503,-0.11401015,-0.57296962,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:45.0,0,0
596,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.09070303,-0.17826541,-0.15544185,-0.25131449,-0.16944131,-0.02429133,-0.23822802,-0.18271172,-0.11797480,-0.47948870,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:45.0,0,0
597,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.09051620,-0.25444609,-0.21392570,-0.30937093,-0.20522441,-0.07368743,-0.26147074,-0.23257059,-0.15250815,-0.70035756,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:45.0,0,0
598,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08520953,-0.15703961,-0.12568299,-0.12745923,-0.19848759,-0.01568824,-0.25873661,-0.21380152,-0.12547992,-0.75027245,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:45.0,0,0
599,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.29685110,-0.21548942,-0.12438512,-0.16386758,-0.18972555,-0.00570590,-0.25376830,-0.20467579,-0.10977604,-0.50170857,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:46.0,0,0
600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.22111775,-0.21587799,-0.18129146,-0.23706420,-0.21319199,-0.05266177,-0.26116422,-0.24925789,-0.15624475,-0.39215636,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:46.0,0,0
601,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.14360231,-0.19193220,-0.13667682,-0.18155897,-0.21437052,-0.02126707,-0.26416737,-0.22805887,-0.12403090,-0.58502042,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:46.0,0,0
602,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.22584398,-0.18783681,-0.10983995,-0.11017810,-0.21069732,-0.00144120,-0.26167440,-0.21999709,-0.10867780,-0.57453775,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:46.0,0,0
603,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.32309425,-0.22184631,-0.13473178,-0.18765765,-0.20813936,-0.01573257,-0.26140842,-0.22021651,-0.10592176,-0.36559725,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:46.0,0,0
604,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21701267,-0.24603665,-0.15706104,-0.20350254,-0.22425269,-0.03652370,-0.27203214,-0.24906069,-0.13060318,-0.29684648,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:47.0,0,0
605,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.22598368,-0.20561472,-0.11702179,-0.11998587,-0.22943656,-0.00832646,-0.28250107,-0.25350678,-0.11399874,-0.49958703,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:47.0,0,0
606,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.38542879,-0.24237983,-0.10757453,-0.11358061,-0.17257404,0.00232241,-0.24119936,-0.19626118,-0.11609156,-0.47844613,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:47.0,0,0
